Geo Point;Geo Shape;IDREFLIGA;IDREFLIGC;LIGNE;MODE_;FOURCHE
-5.9830175971,-1.36156703709;"{""type"": ""LineString"", ""coordinates"": [[-1.361504619142486, -5.983014223765245, 0.0], [-1.361629455030159, -5.983020970432718, 0.0]]}";A02179;C01857;GLC;TER;0
-5.98303140747,-1.36182257636;"{""type"": ""LineString"", ""coordinates"": [[-1.361750790634184, -5.983027526572906, 0.0], [-1.361894362085147, -5.983035288367419, 0.0]]}";A02179;C01857;GLC;TER;0
-5.98203691532,-1.36142451305;"{""type"": ""LineString"", ""coordinates"": [[-1.361385511070778, -5.982005390793339, 0.0], [-1.361386023915195, -5.982006296502135, 0.0], [-1.361386790751017, -5.982007595642085, 0.0], [-1.361387575933099, -5.982008879783901, 0.0], [-1.36138838313215, -5.982010151418465, 0.0], [-1.361389210913471, -5.982011408941277, 0.0], [-1.361390059319047, -5.982012651592069, 0.0], [-1.361390924805932, -5.982013881462363, 0.0], [-1.361391813721674, -5.982015093946968, 0.0], [-1.361392719739716, -5.982016293271011, 0.0], [-1.361393645305988, -5.982017476519653, 0.0], [-1.361394591517504, -5.982018644516148, 0.0], [-1.36139555613825, -5.982019796374216, 0.0], [-1.361396539210212, -5.982020931333603, 0.0], [-1.361397540628429, -5.98202205129488, 0.0], [-1.361398560160178, -5.98202315357623, 0.0], [-1.361399597299842, -5.982024240437347, 0.0], [-1.361400652553038, -5.982025309618538, 0.0], [-1.361401726236455, -5.982026362281174, 0.0], [-1.36140281735804, -5.98202739570139, 0.0], [-1.361403922775506, -5.982028411611636, 0.0], [-1.361405048162849, -5.982029410707294, 0.0], [-1.361406188372684, -5.982030389653222, 0.0], [-1.361407347075715, -5.982031350940176, 0.0], [-1.361408521614283, -5.982032294421176, 0.0], [-1.361409709794361, -5.982033218449585, 0.0], [-1.361410916234914, -5.982034122137279, 0.0], [-1.361412136612677, -5.982035007913896, 0.0], [-1.361413374153901, -5.982035872526517, 0.0], [-1.361414626475634, -5.98203671774961, 0.0], [-1.361415892438878, -5.982037543520152, 0.0], [-1.361417174426588, -5.982038348063646, 0.0], [-1.361418470139779, -5.98203913163413, 0.0], [-1.361419779599443, -5.982039893851426, 0.0], [-1.361421103902592, -5.982040635538941, 0.0], [-1.361422441973207, -5.982041355493154, 0.0], [-1.361423793410632, -5.982042054073225, 0.0], [-1.361425158720483, -5.982042729019471, 0.0], [-1.361426537692842, -5.982043384133052, 0.0], [-1.361427929018966, -5.982044015528739, 0.0], [-1.361429333015547, -5.98204462436792, 0.0], [-1.3614307496406, -5.982045211410785, 0.0], [-1.361432179863378, -5.982045772898237, 0.0], [-1.361433618475332, -5.982046313498567, 0.0], [-1.361435071444344, -5.98204682858553, 0.0], [-1.361436535586147, -5.982047320651791, 0.0], [-1.361438013325678, -5.982047787162626, 0.0], [-1.36143949882101, -5.98204823046363, 0.0], [-1.361440998209771, -5.982048649750683, 0.0], [-1.361442506281601, -5.982049042829025, 0.0], [-1.361444027170842, -5.98204941069002, 0.0], [-1.361445557017863, -5.98204975426388, 0.0], [-1.361447096749929, -5.98205007055171, 0.0], [-1.361448646895464, -5.982050363776829, 0.0], [-1.361450204331365, -5.982050628428418, 0.0], [-1.361451773508661, -5.982050866659317, 0.0], [-1.361453351664735, -5.982051080222966, 0.0], [-1.361454940148505, -5.982051265381247, 0.0], [-1.361456534741665, -5.982051422663226, 0.0], [-1.361458139916239, -5.98205155384154, 0.0], [-1.361459752739861, -5.982051656847506, 0.0], [-1.361460925187795, -5.982051714124397, 0.0], [-1.361462096935755, -5.982051756492718, 0.0], [-1.361463266085412, -5.982051783847385, 0.0], [-1.361464430675462, -5.982051797223678, 0.0], [-1.361465592688202, -5.982051795206239, 0.0], [-1.361466751785953, -5.982051777013784, 0.0], [-1.361467907779784, -5.982051746067381, 0.0], [-1.361469060816643, -5.982051699706204, 0.0], [-1.361470208450599, -5.982051640845066, 0.0], [-1.361471354392532, -5.982051564351504, 0.0], [-1.361472497526246, -5.98205147664547, 0.0]]}";A02179;C01857;GLC;TER;1
-5.98202234535,-1.36152243699;"{""type"": ""LineString"", ""coordinates"": [[-1.361472497526246, -5.98205147664547, 0.0], [-1.36147363504533, -5.982051373377554, 0.0], [-1.361474769523476, -5.982051256215321, 0.0], [-1.361475899821686, -5.982051125095733, 0.0], [-1.361477027141936, -5.982050978941472, 0.0], [-1.361478149017302, -5.982050821047504, 0.0], [-1.361479267914707, -5.982050648118876, 0.0], [-1.361480381430207, -5.982050462310147, 0.0], [-1.361481490744783, -5.982050262924202, 0.0], [-1.361482596659749, -5.982050049242821, 0.0], [-1.361483697572478, -5.982049822702393, 0.0], [-1.361484793988585, -5.982049581043213, 0.0], [-1.361485884938822, -5.982049328024426, 0.0], [-1.361486971667145, -5.982049061808526, 0.0], [-1.36148805381488, -5.982048781994343, 0.0], [-1.361489130897401, -5.982048490461457, 0.0], [-1.361490201964644, -5.982048183725799, 0.0], [-1.361491269084679, -5.982047865714553, 0.0], [-1.361492329262166, -5.98204753549943, 0.0], [-1.361493385238733, -5.982047191707029, 0.0], [-1.361494435833401, -5.982046835034601, 0.0], [-1.361495480582535, -5.982046466981513, 0.0], [-1.361496520012746, -5.982046084908031, 0.0], [-1.361497553935106, -5.982045692235134, 0.0], [-1.361498580556246, -5.982045286957216, 0.0], [-1.361499602112177, -5.982044869960569, 0.0], [-1.361500616830525, -5.98204443885946, 0.0], [-1.36150162677936, -5.982043997581111, 0.0], [-1.361502630207301, -5.982043543359634, 0.0], [-1.361503627051374, -5.98204307733536, 0.0], [-1.361504616531252, -5.982042599846396, 0.0], [-1.361505600861953, -5.982042112159186, 0.0], [-1.361506576836411, -5.98204161028342, 0.0], [-1.361507548358048, -5.982041099391774, 0.0], [-1.361508512219796, -5.982040575493923, 0.0], [-1.361509470173037, -5.98204004135582, 0.0], [-1.361510420023747, -5.982039495330863, 0.0], [-1.361511361750934, -5.982038937799156, 0.0], [-1.361512297506638, -5.9820383711675, 0.0], [-1.361513225602455, -5.982037791529679, 0.0], [-1.361514147852744, -5.982037200511209, 0.0], [-1.361515061094224, -5.982036600224667, 0.0], [-1.361515965790533, -5.982035989170599, 0.0], [-1.361516864999988, -5.982035367137026, 0.0], [-1.361517754546265, -5.982034733892724, 0.0], [-1.361518638479734, -5.982034091949642, 0.0], [-1.361519513087708, -5.982033439577116, 0.0], [-1.361520381174792, -5.982032774261448, 0.0], [-1.361521238291764, -5.982032100712953, 0.0], [-1.36152209063923, -5.982031416987218, 0.0], [-1.361522931299237, -5.982030724226379, 0.0], [-1.361523765396371, -5.982030019282655, 0.0], [-1.361524590906348, -5.982029304331607, 0.0], [-1.361525408504533, -5.982028580935742, 0.0], [-1.361526216313588, -5.982027848609909, 0.0], [-1.361527015936143, -5.982027105917656, 0.0], [-1.361527806254196, -5.982026352415831, 0.0], [-1.361528587099809, -5.982025591145374, 0.0], [-1.361529359779916, -5.982024819128394, 0.0], [-1.36153012404261, -5.982024040926267, 0.0], [-1.361530877566107, -5.982023250310053, 0.0], [-1.361531622059807, -5.982022450805842, 0.0], [-1.361532357861387, -5.982021643194919, 0.0], [-1.361533083135499, -5.982020826231842, 0.0], [-1.361533800076167, -5.98202000156316, 0.0], [-1.361534506193667, -5.982019166000835, 0.0], [-1.361535204294414, -5.982018323894264, 0.0], [-1.36153589005333, -5.982017470809997, 0.0], [-1.361536566635499, -5.982016611498522, 0.0], [-1.361537233407547, -5.982015743637194, 0.0], [-1.361537890833106, -5.982014865726496, 0.0], [-1.361538536466243, -5.98201398068128, 0.0], [-1.361539172331241, -5.982013086325944, 0.0], [-1.361539798597842, -5.982012186482613, 0.0], [-1.361540412902277, -5.9820112756826, 0.0], [-1.361541017650301, -5.982010358634389, 0.0], [-1.361541610310204, -5.982009432910184, 0.0], [-1.361542193413694, -5.982008500937779, 0.0], [-1.361542764492042, -5.982007559149012, 0.0], [-1.361543326034969, -5.98200661073193, 0.0], [-1.361543875384812, -5.982005655539428, 0.0], [-1.361544414144206, -5.982004692135115, 0.0], [-1.361544941870507, -5.98200372163828, 0.0], [-1.361545457466702, -5.982002743225668, 0.0], [-1.361545961249478, -5.982001758058638, 0.0], [-1.361546453999161, -5.982000765799112, 0.0], [-1.361546934576752, -5.981999766384038, 0.0], [-1.361547403319931, -5.981998760594649, 0.0], [-1.361547861030016, -5.981997747712774, 0.0], [-1.361548306947673, -5.981996727696382, 0.0], [-1.361548740208609, -5.981995702403959, 0.0], [-1.361549161740094, -5.981994668836673, 0.0], [-1.361549569813539, -5.981993630711589, 0.0], [-1.361549966979843, -5.981992583213309, 0.0], [-1.361550350688107, -5.981991531157242, 0.0], [-1.361550722519971, -5.981990473487091, 0.0], [-1.361551081842059, -5.981989407880131, 0.0], [-1.361551426904788, -5.981988338433593, 0.0], [-1.361551760955411, -5.981987261514393, 0.0], [-1.361552081568984, -5.981986179657319, 0.0], [-1.361552388533781, -5.981985089800373, 0.0], [-1.361552685014883, -5.981983996694097, 0.0], [-1.361552963987572, -5.981982896518146, 0.0], [-1.361553232159878, -5.981981791931518, 0.0], [-1.361553486937117, -5.981980681646747, 0.0], [-1.361553728319288, -5.981979565663821, 0.0], [-1.361553957382411, -5.98197844518615, 0.0], [-1.361554169337775, -5.981977317279706, 0.0], [-1.361554370471761, -5.981976185342674, 0.0], [-1.361554556629035, -5.981975048763787, 0.0], [-1.361554661967919, -5.981974341223991, 0.0]]}";A02179;C01857;GLC;TER;0
-5.98148406048,-1.36158214264;"{""type"": ""LineString"", ""coordinates"": [[-1.361575792778147, -5.981598252172445, 0.0], [-1.361575817276643, -5.981597808574796, 0.0], [-1.361575879604008, -5.981596680004622, 0.0], [-1.361575941784425, -5.981595554095249, 0.0], [-1.361576003964845, -5.981594428185864, 0.0], [-1.361576066082287, -5.981593303416783, 0.0], [-1.361576128136754, -5.981592179788072, 0.0], [-1.361576188968248, -5.981591057616729, 0.0], [-1.361576250875769, -5.981589936648794, 0.0], [-1.361576312783292, -5.981588815680857, 0.0], [-1.361576374501882, -5.981587698133927, 0.0], [-1.361576436262459, -5.98158657982678, 0.0], [-1.361576497897081, -5.981585463800319, 0.0], [-1.361576559531707, -5.981584347773807, 0.0], [-1.361576621103355, -5.981583232887664, 0.0], [-1.361576682528056, -5.98158212066231, 0.0], [-1.361576743952757, -5.981581008436943, 0.0], [-1.361576805251506, -5.98157989849225, 0.0], [-1.361576866550256, -5.98157878854757, 0.0], [-1.361576926183386, -5.981577681179623, 0.0], [-1.361576987251219, -5.981576575416176, 0.0], [-1.361577048277069, -5.98157547041297, 0.0], [-1.361577109218949, -5.981574366930236, 0.0], [-1.36157717016083, -5.981573263447463, 0.0], [-1.361577230976758, -5.981572162245351, 0.0], [-1.361577291729709, -5.981571062183608, 0.0], [-1.361577352314719, -5.981569965162807, 0.0], [-1.361577410579738, -5.981568868776081, 0.0], [-1.361577471122767, -5.981567772515457, 0.0], [-1.361577531434876, -5.981566680436156, 0.0], [-1.361577591830959, -5.981565586836308, 0.0], [-1.361577652101087, -5.981564495517172, 0.0], [-1.361577712287245, -5.981563405718494, 0.0], [-1.36157777234745, -5.981562318200515, 0.0], [-1.361577832260707, -5.981561233343325, 0.0], [-1.361577892236943, -5.981560147345792, 0.0], [-1.361577952087224, -5.98155906362892, 0.0], [-1.361578010651554, -5.981557982509836, 0.0], [-1.361578070291912, -5.981556902594107, 0.0], [-1.361578129869292, -5.981555823818736, 0.0], [-1.361578189236748, -5.981554748844535, 0.0], [-1.361578248667183, -5.981553672729952, 0.0], [-1.361578307887692, -5.981552600416538, 0.0], [-1.361578367045225, -5.981551529243468, 0.0], [-1.361578426139781, -5.981550459210728, 0.0], [-1.361578485171361, -5.981549390318333, 0.0], [-1.361578602856655, -5.981547259375614, 0.0], [-1.361578720080116, -5.981545136795451, 0.0], [-1.361578835574982, -5.981543017932288, 0.0], [-1.361578952021723, -5.98154090941636, 0.0], [-1.361579068069609, -5.981538808122606, 0.0], [-1.361579183781617, -5.981536712910671, 0.0], [-1.361579299010797, -5.981534626441394, 0.0], [-1.361579412681125, -5.981532547511392, 0.0], [-1.36157952700763, -5.981530477387049, 0.0], [-1.361579640914286, -5.981528414865045, 0.0], [-1.361579754338113, -5.981526361085739, 0.0], [-1.361579867300107, -5.981524315668923, 0.0], [-1.361588507569751, -5.981370575389115, 0.0], [-1.361588544149475, -5.98136987166236, 0.0]]}";A02179;C01857;GLC;TER;0
-5.9805201067,-1.36150963241;"{""type"": ""LineString"", ""coordinates"": [[-1.361551443869691, -5.980500864487536, 0.0], [-1.361528517432735, -5.980509309362769, 0.0], [-1.361527281625226, -5.980509750731192, 0.0], [-1.361526050904037, -5.980510203438508, 0.0], [-1.361524826007523, -5.980510667906854, 0.0], [-1.361523605563939, -5.980511141391272, 0.0], [-1.361522392021072, -5.980511627840164, 0.0], [-1.361521181729141, -5.980512124382496, 0.0], [-1.361519976966183, -5.980512631144319, 0.0], [-1.361518778871217, -5.980513148188723, 0.0], [-1.361517586600929, -5.980513676994156, 0.0], [-1.361516398720596, -5.980514215956042, 0.0], [-1.361515215546915, -5.980514766235817, 0.0], [-1.361514040243225, -5.980515325720805, 0.0], [-1.361512869245521, -5.980515896882779, 0.0], [-1.361511704219445, -5.98051647714493, 0.0], [-1.361510545714416, -5.980517070350464, 0.0], [-1.361509392188945, -5.980517669932285, 0.0], [-1.361508246260562, -5.98051828366097, 0.0], [-1.361507104932064, -5.980518903744837, 0.0], [-1.361505970883961, -5.980519536814197, 0.0], [-1.36150484318716, -5.980520179004738, 0.0], [-1.361503720238999, -5.980520831752863, 0.0], [-1.361502604485457, -5.980521492143721, 0.0], [-1.361501495252965, -5.980522165478025, 0.0], [-1.361500393278071, -5.980522845314641, 0.0], [-1.361499295546189, -5.980523537968575, 0.0], [-1.361498206084968, -5.980524239468676, 0.0], [-1.361497122257691, -5.980524949287669, 0.0], [-1.361496046617105, -5.980525669473248, 0.0], [-1.361494976885173, -5.980526399899386, 0.0], [-1.361493913905209, -5.980527139087608, 0.0], [-1.361492857930935, -5.980527889339619, 0.0], [-1.361491808096234, -5.980528645650816, 0.0], [-1.361490766047559, -5.980529412687746, 0.0], [-1.361489732185577, -5.980530190091288, 0.0], [-1.361488704379197, -5.980530975074497, 0.0], [-1.361487684358844, -5.980531770783442, 0.0], [-1.361486670310125, -5.980532575592513, 0.0], [-1.361485664595046, -5.980533388107379, 0.0], [-1.361484665990621, -5.980534209785413, 0.0], [-1.361483675235199, -5.980535041048836, 0.0], [-1.361482693130116, -5.980535881179404, 0.0], [-1.361481715098301, -5.980536730305, 0.0], [-1.361480748036844, -5.980537587663615, 0.0], [-1.361479786588343, -5.980538453721224, 0.0], [-1.361478835013166, -5.98053932718856, 0.0], [-1.361477890126985, -5.980540210558298, 0.0], [-1.361476953553451, -5.980541102013935, 0.0], [-1.361476025609263, -5.980542002716819, 0.0], [-1.361475105535074, -5.980542912624939, 0.0], [-1.361474191262771, -5.980543827810949, 0.0], [-1.361473286695853, -5.980544753447651, 0.0], [-1.361472390061913, -5.980545687149196, 0.0], [-1.361471929041827, -5.980546173695566, 0.0]]}";A02179;C01857;GLC;TER;0
-5.98041264575,-1.36180328222;"{""type"": ""LineString"", ""coordinates"": [[-1.36172471206204, -5.980440290187466, 0.0], [-1.361881852376814, -5.980385001320036, 0.0]]}";A02179;C01857;GLC;TER;0
-5.9832228934,-1.36024920494;"{""type"": ""LineString"", ""coordinates"": [[-1.360231490552754, -5.983236613862885, 0.0], [-1.360234051917067, -5.9832350417988, 0.0], [-1.360236571797319, -5.983233407198266, 0.0], [-1.360239049836754, -5.983231716523079, 0.0], [-1.360241483967274, -5.983229965846103, 0.0], [-1.360243875877322, -5.983228159073469, 0.0], [-1.360246223647612, -5.983226296480242, 0.0], [-1.360248523523517, -5.983224377096049, 0.0], [-1.360250777531166, -5.983222405608315, 0.0], [-1.36025298425685, -5.983220380032385, 0.0], [-1.36025514163438, -5.983218303304116, 0.0], [-1.360257248629704, -5.983216173459872, 0.0], [-1.360259305454596, -5.983213993561584, 0.0], [-1.360261308966842, -5.983211765341677, 0.0], [-1.360263263130934, -5.983209485969367, 0.0], [-1.360265159638223, -5.983207161085176, 0.0]]}";A01842;C01728;D;RER;0
-5.98305381927,-1.36029665416;"{""type"": ""LineString"", ""coordinates"": [[-1.360294100170343, -5.983100191928894, 0.0], [-1.36029920814247, -5.983007446613249, 0.0]]}";A01842;C01728;D;RER;1
-5.98300026198,-1.36029960492;"{""type"": ""LineString"", ""coordinates"": [[-1.360299209218496, -5.983007447816606, 0.0], [-1.360300000614679, -5.98299307614417, 0.0]]}";A01842;C01728;D;RER;1
-5.98293966423,-1.36030294299;"{""type"": ""LineString"", ""coordinates"": [[-1.360300000787579, -5.982993076111652, 0.0], [-1.360305885187488, -5.982886252338741, 0.0]]}";A01842;C01728;D;RER;0
-5.98283304619,-1.36030881638;"{""type"": ""LineString"", ""coordinates"": [[-1.360305884923691, -5.982886252032848, 0.0], [-1.360311747827759, -5.982779840348682, 0.0]]}";A01842;C01728;D;RER;0
-5.98230316084,-1.3592617775;"{""type"": ""LineString"", ""coordinates"": [[-1.359221801419758, -5.98230732926113, 0.0], [-1.359247402991811, -5.982308732019099, 0.0], [-1.359250930215084, -5.982308448673202, 0.0], [-1.359254434488577, -5.982308015360272, 0.0], [-1.359257913028765, -5.982307434213901, 0.0], [-1.359261362187888, -5.982306709226295, 0.0], [-1.35926477089273, -5.98230584092862, 0.0], [-1.359268139692824, -5.98230483316403, 0.0], [-1.359271463757449, -5.982303683758831, 0.0], [-1.359274735474337, -5.982302399536089, 0.0], [-1.35927795108881, -5.982300979525507, 0.0], [-1.359281106594419, -5.982299427318122, 0.0], [-1.359284194230022, -5.982297745534759, 0.0], [-1.359287212961539, -5.982295932211734, 0.0], [-1.359290156653393, -5.982293995016422, 0.0], [-1.359293019335859, -5.982291931712079, 0.0], [-1.359295796876585, -5.982289748170453, 0.0], [-1.359298484845485, -5.982287441858769, 0.0]]}";A01844;C01730;P;TRAIN;1
-5.98341218573,-1.35964159428;"{""type"": ""LineString"", ""coordinates"": [[-1.359576327378414, -5.983408584414376, 0.0], [-1.359706861181628, -5.983415787042734, 0.0]]}";A01845;C01731;R;TRAIN;0
-5.98340487705,-1.35950913157;"{""type"": ""LineString"", ""coordinates"": [[-1.359441935765444, -5.983401169691697, 0.0], [-1.359576327378414, -5.983408584414376, 0.0]]}";A01845;C01731;R;TRAIN;0
-5.98339754477,-1.35937622098;"{""type"": ""LineString"", ""coordinates"": [[-1.359310506254408, -5.983393918707001, 0.0], [-1.359441935702498, -5.983401170832027, 0.0]]}";A01845;C01731;R;TRAIN;0
-5.98330875775,-1.35968872897;"{""type"": ""LineString"", ""coordinates"": [[-1.359736482568123, -5.983311390790742, 0.0], [-1.359640975369313, -5.983306124708507, 0.0]]}";A01845;C01731;R;TRAIN;0
-5.98330875775,-1.35968872897;"{""type"": ""LineString"", ""coordinates"": [[-1.359736482568123, -5.983311390790742, 0.0], [-1.359640975369313, -5.983306124708507, 0.0]]}";A02179;C01857;GLGL;TER;0
-5.98330346145,-1.35959269867;"{""type"": ""LineString"", ""coordinates"": [[-1.359640975453245, -5.983306123188088, 0.0], [-1.359544421877119, -5.983300799705073, 0.0]]}";A02179;C01857;GLGL;TER;0
-5.98328718337,-1.35929747512;"{""type"": ""LineString"", ""coordinates"": [[-1.359349545130982, -5.983290054421557, 0.0], [-1.359245405099686, -5.983284312314724, 0.0]]}";A02179;C01857;GLGL;TER;0
-5.98328250046,-1.35912205545;"{""type"": ""LineString"", ""coordinates"": [[-1.35915722027053, -5.983279480929101, 0.0], [-1.359134745032527, -5.983278259941524, 0.0], [-1.359131911879471, -5.983278174490273, 0.0], [-1.359129107285145, -5.983278233976722, 0.0], [-1.359126334727435, -5.983278430586654, 0.0], [-1.359123598361642, -5.983278764931192, 0.0], [-1.359120904809851, -5.983279234326587, 0.0], [-1.359118253732364, -5.98327983112859, 0.0], [-1.359115651984058, -5.983280555335217, 0.0], [-1.35911309929019, -5.983281405024878, 0.0], [-1.359110602608526, -5.983282371432067, 0.0], [-1.359108162889233, -5.983283458040725, 0.0], [-1.359105787090076, -5.983284656085345, 0.0], [-1.359103475949403, -5.983285965987987, 0.0], [-1.359101236594832, -5.98328738280528, 0.0], [-1.359099068518813, -5.983288901933816, 0.0], [-1.35909697754214, -5.983290521408038, 0.0], [-1.359094965984736, -5.98329224059373, 0.0], [-1.359090481827314, -5.98329677362877, 0.0]]}";A02179;C01857;GLGL;TER;0
-5.98333752356,-1.35907801403;"{""type"": ""LineString"", ""coordinates"": [[-1.359090481827314, -5.98329677362877, 0.0], [-1.359089453708994, -5.983297944817677, 0.0], [-1.359087801872962, -5.983300018660356, 0.0], [-1.359086249108574, -5.983302174238239, 0.0], [-1.359084796848533, -5.983304406292802, 0.0], [-1.359083451589019, -5.983306714420902, 0.0], [-1.359082214825671, -5.983309092223657, 0.0], [-1.359081092633051, -5.983311540037176, 0.0], [-1.359080088088377, -5.983314050406253, 0.0], [-1.359079201233599, -5.983316622570707, 0.0], [-1.359078442170659, -5.983319252895421, 0.0], [-1.359077808430748, -5.983321937812384, 0.0], [-1.359077306635917, -5.983324674637819, 0.0], [-1.35907694081354, -5.983327459400497, 0.0], [-1.359076712207485, -5.983330290262975, 0.0], [-1.35907392549358, -5.983380868208977, 0.0]]}";A01845;C01731;R;TRAIN;0
-5.98338910145,-1.35922316676;"{""type"": ""LineString"", ""coordinates"": [[-1.359152336217525, -5.983385193806116, 0.0], [-1.359293997295121, -5.983393009099556, 0.0]]}";A01845;C01731;R;TRAIN;1
-5.9835280405,-1.35962790156;"{""type"": ""LineString"", ""coordinates"": [[-1.359594216561737, -5.983521415390618, 0.0], [-1.359615745344072, -5.983522602821194, 0.0], [-1.359618571779258, -5.983522830512892, 0.0], [-1.35962135444612, -5.983523195708544, 0.0], [-1.359624086764542, -5.983523700331698, 0.0], [-1.359626768266983, -5.983524332155807, 0.0], [-1.359629395769278, -5.983525093673585, 0.0], [-1.35963196450371, -5.983525981571071, 0.0], [-1.359634472274277, -5.983526987338833, 0.0], [-1.359636914462113, -5.983528111865084, 0.0], [-1.359639292225203, -5.983529347969774, 0.0], [-1.359641594891119, -5.98353069582488, 0.0], [-1.359643824735844, -5.983532148693481, 0.0], [-1.359645977308376, -5.983533704422975, 0.0], [-1.359648050962213, -5.983535358346993, 0.0], [-1.359650038630709, -5.983537107405626, 0.0], [-1.359651938604415, -5.983538948072834, 0.0], [-1.359653747254604, -5.98354087709767, 0.0], [-1.359655463251486, -5.983542890975163, 0.0], [-1.359657081932274, -5.98354498449073, 0.0]]}";A01845;C01731;R;TRAIN;0
-5.98365168337,-1.35997977366;"{""type"": ""LineString"", ""coordinates"": [[-1.359926940801016, -5.983648759168664, 0.0], [-1.360032606514332, -5.983654607572293, 0.0]]}";A01845;C01731;R;TRAIN;0
-5.97996468175,-1.36119413626;"{""type"": ""LineString"", ""coordinates"": [[-1.361145162667767, -5.979961970332293, 0.0], [-1.361243109853855, -5.979967393162949, 0.0]]}";A01849;C01737;H;TRAIN;0
-5.98006311215,-1.36080103392;"{""type"": ""LineString"", ""coordinates"": [[-1.360750201300293, -5.980060305391776, 0.0], [-1.360851866545965, -5.980065918906366, 0.0]]}";A01849;C01737;H;TRAIN;0
-5.98024996185,-1.3613056947;"{""type"": ""LineString"", ""coordinates"": [[-1.36130385589877, -5.980283402432284, 0.0], [-1.361307533491419, -5.98021652126964, 0.0]]}";A01849;C01737;H;TRAIN;0
-5.98047327212,-1.36129340934;"{""type"": ""LineString"", ""coordinates"": [[-1.361292020806087, -5.980499005852535, 0.0], [-1.361294797878922, -5.980447538381162, 0.0]]}";A01849;C01737;H;TRAIN;0
-5.9805460065,-1.36128104538;"{""type"": ""LineString"", ""coordinates"": [[-1.361255555116383, -5.980586708071186, 0.0], [-1.361266857666578, -5.980575388034405, 0.0], [-1.361267517234965, -5.980574761107168, 0.0], [-1.361268170072382, -5.980574125037783, 0.0], [-1.361268814576173, -5.980573481262689, 0.0], [-1.361269451084026, -5.980572830563096, 0.0], [-1.36127008003859, -5.980572171819714, 0.0], [-1.361270701039199, -5.980571505391604, 0.0], [-1.361271314803218, -5.980570832081078, 0.0], [-1.361271919853936, -5.980570151043776, 0.0], [-1.361272516971691, -5.980569461941657, 0.0], [-1.361273107148561, -5.980568767498609, 0.0], [-1.361273686418061, -5.980568063682226, 0.0], [-1.361274259527013, -5.980567354186835, 0.0], [-1.361274824744985, -5.980566635866333, 0.0], [-1.361275381186682, -5.98056591095945, 0.0], [-1.361275929569467, -5.980565180268499, 0.0], [-1.361276468099933, -5.980564441787734, 0.0], [-1.361276997411476, -5.980563697839938, 0.0], [-1.361277520371721, -5.980562944770999, 0.0], [-1.361278032932043, -5.980562186932246, 0.0], [-1.36127853789709, -5.980561421809908, 0.0], [-1.36127903106947, -5.980560649552936, 0.0], [-1.36127951738493, -5.980559870434516, 0.0], [-1.361279994777173, -5.980559087390617, 0.0], [-1.361280462654786, -5.98055829733815, 0.0], [-1.361280922219762, -5.980557499199822, 0.0], [-1.36128137102613, -5.980556695890561, 0.0], [-1.36128180987522, -5.980555886692084, 0.0], [-1.36128223956836, -5.980555070886219, 0.0], [-1.361282660485223, -5.980554248493949, 0.0], [-1.361283072879532, -5.980553421817064, 0.0], [-1.361283473481173, -5.980552588005558, 0.0], [-1.361283864104541, -5.980551748684963, 0.0], [-1.361284246564037, -5.980550905480885, 0.0], [-1.361284618053182, -5.980550054043865, 0.0], [-1.361284979817779, -5.980549199399498, 0.0], [-1.361285329473008, -5.980548336459111, 0.0], [-1.361285670521714, -5.980547470754606, 0.0], [-1.361286001655123, -5.980546598400656, 0.0], [-1.361286321291567, -5.98054572045356, 0.0], [-1.361286632046774, -5.980544837820705, 0.0], [-1.361286930524677, -5.980543949932811, 0.0], [-1.361287220480024, -5.980543057760291, 0.0], [-1.361287497503678, -5.980542158390072, 0.0], [-1.361287765478162, -5.980541257375087, 0.0], [-1.361288021638979, -5.980540349605546, 0.0], [-1.361288267758548, -5.980539437467335, 0.0], [-1.361288500862456, -5.980538519651935, 0.0], [-1.361288726582825, -5.980537597614959, 0.0], [-1.361288937326194, -5.980536670936016, 0.0], [-1.361289138345009, -5.980535741049813, 0.0], [-1.361289328605211, -5.980534805992614, 0.0], [-1.361289507769107, -5.980533864983172, 0.0], [-1.361289673390727, -5.980532920936401, 0.0], [-1.361289829287793, -5.980531973682309, 0.0], [-1.361289973224249, -5.980531022334538, 0.0], [-1.361290104482731, -5.980530066090849, 0.0], [-1.361290224919622, -5.980529105816533, 0.0], [-1.361290333121187, -5.980528139526923, 0.0], [-1.361290430354217, -5.980527171867601, 0.0], [-1.361290515204979, -5.980526200853836, 0.0], [-1.361290586597429, -5.980525225282236, 0.0], [-1.361290647885647, -5.980524246482295, 0.0], [-1.361292020806087, -5.980499005852535, 0.0]]}";A01849;C01737;H;TRAIN;1
-5.98042031116,-1.36129631168;"{""type"": ""LineString"", ""coordinates"": [[-1.361294797957742, -5.980447538302743, 0.0], [-1.361297825400113, -5.980393084011054, 0.0]]}";A02179;C01857;GLGN;TER;0
-5.98047327212,-1.36129340934;"{""type"": ""LineString"", ""coordinates"": [[-1.361292020806087, -5.980499005852535, 0.0], [-1.361294797878922, -5.980447538381162, 0.0]]}";A02179;C01857;GLGN;TER;0
-5.98031104169,-1.36130233379;"{""type"": ""LineString"", ""coordinates"": [[-1.361300812241081, -5.980338680590341, 0.0], [-1.361303855339534, -5.980283402790274, 0.0]]}";A02179;C01857;GLGN;TER;0
